0,0,0,22,0
1,8,0,68,1
1,22,0,5,0
0,0,0,35,0
1,4,0,134,0
0,7,414,1552,0
0,7,15,49,1
0,0,0,77,0
0,0,0,427,1
0,13,0,232,0
0,971,0,35,0
0,7,28,24,0
0,7,13,69,0
1,22,0,413,0
0,0,0,22,0
0,7,206,1115,0
0,0,0,1,0
0,0,0,2,0
0,7,35,86,0
0,0,0,95,0
0,7,17,2900,0
0,12,0,64,0
0,81,0,45,0
0,20,0,875,1
0,10,0,81,0
1,303,0,10,0
1,4,0,4030,1
0,278,0,41,0
0,556,0,4,0
0,25,0,2,0
0,0,0,415,1
0,0,0,965,0
0,1704,0,403,0
1,82,0,24,1
0,159,0,68,0
1,4,0,68,0
0,2,0,1817,1
1,90,0,41,0
0,7,31,239,0
0,7,17,4320,0
0,7,1839,823,0
0,0,0,49,0
1,149,0,41,0
0,244,0,3425,1
1,34,0,137,0
1,7,21,95,0
0,7,35,522,0
0,0,0,2,0
0,165,0,223,0
1,15,0,99,1
0,0,0,2,0
0,0,0,86,0
0,0,0,26,0
1,4,0,1333,0
0,7,35,1076,0
1,26,0,369,0
0,7,8,5,0
0,7,13,285,0
0,7,13,200,0
0,5,0,40,0
1,40,0,109,0
0,7,1529,94,1
0,7,1517,709,0
0,7,547,1456,0
0,0,0,67,0
0,7,547,6,0
1,4,0,3072,0
0,7,2004,731,0
0,20,0,667,1
0,7,84,239,0
1,4,0,2066,1
0,0,0,362,0
1,63,0,126,1
0,7,764,58,0
0,7,32,544,0
0,0,0,75,1
0,0,0,118,0
1,63,0,10,0
0,287,0,134,0
0,7,17,103,0
0,79,0,8,0
1,162,0,369,0
0,7,15,544,0
0,0,0,26,0
0,0,0,26,0
0,0,0,41,0
1,15,0,2,0
1,4,0,136,0
0,93,0,1702,0
0,7,343,136,0
0,0,0,7,1
1,34,0,725,0
0,7,1529,348,0
0,0,0,77,0
1,22,0,99,0
1,34,0,2,0
0,7,10,26,0
1,7,117,2001,0
0,7,7,303,1
1,1,0,10,0
0,7,4,2211,0
1,105,0,74,0
0,617,0,106,0
0,7,15,15,0
0,7,49,33,0
0,0,0,102,0
0,0,0,605,0
1,22,0,1205,0
0,7,63,13,1
0,51,0,2,0
0,7,13,69,0
0,7,15,68,1
0,7,28,145,0
0,7,15,207,0
0,31,0,26,0
0,10,0,26,0
1,4,0,853,1
1,209,0,60,0
0,7,237,945,0
0,7,1847,435,0
0,7,13,200,0
1,40,0,2,0
0,7,32,75,1
1,1,0,4,0
0,7,741,2593,1
0,7,13,56,0
0,0,0,102,0
0,0,0,49,0
0,7,1105,17,0
0,7,341,793,0
0,0,0,38,1
1,8,0,10,0
0,7,268,348,0
0,0,0,86,0
0,7,341,368,1
0,7,111,2,1
0,5,0,40,0
0,0,0,19,0
1,15,0,859,0
1,22,0,2,0
0,817,0,150,1
0,7,40,144,0
1,4,0,136,1
1,7,23,65,0
1,7,142,2071,0
0,0,0,66,0
0,0,0,66,1
0,0,0,1,0
0,7,1838,287,0
0,0,0,41,0
1,185,0,857,0
0,114,0,220,0
0,7,15,134,1
0,20,0,299,0
1,34,0,41,0
0,20,0,10,1
0,1837,0,1455,0
0,166,0,232,0
0,7,49,136,0
0,0,0,2,0
0,0,0,232,0
0,0,0,35,0
0,244,0,3669,0
0,300,0,75,0
1,7,3,95,0
0,7,12,86,0
0,7,555,69,0
0,556,0,3116,0
0,1642,0,359,0
1,8,0,494,1
1,8,0,68,0
0,7,547,1689,0
0,0,0,2,0
0,7,108,45,0
0,0,0,41,0
0,7,13,56,0
0,7,15,718,0
1,7,3,341,0
0,7,42,69,0
0,0,0,2,0
0,31,0,1869,0
0,7,14,50,0
0,10,0,26,0
0,23,0,62,0
0,7,20,3157,0
0,7,1654,136,0
0,0,0,41,0
0,0,0,48,1
0,0,0,111,0
0,7,40,144,0
1,4,0,77,0
0,7,84,239,0
0,7,42,13,0
1,105,0,134,0
0,7,15,67,1
1,7,3,221,0
1,125,0,853,0
1,7,3,95,0
0,0,0,67,0
0,7,49,51,0
0,7,764,58,0
0,0,0,38,0
0,55,0,10,0
0,0,0,7,0
0,7,71,1166,0
1,4,0,432,1
1,28,0,66,0
0,7,84,483,0
0,7,70,48,0
1,4,0,5,0
0,7,13,69,0
0,0,0,49,0
0,836,0,582,0
0,7,71,77,0
0,48,0,355,0
0,7,13,69,0
0,0,0,28,1
0,29,0,486,0
0,31,0,1869,0
0,56,0,26,0
0,0,0,10,1
0,67,0,38,0
0,7,45,643,0
1,7,3,16,1
0,0,0,1,0
0,7,901,13,0
1,34,0,10,0
0,0,0,36,0
1,185,0,857,0
0,128,0,1207,0
0,7,763,1254,1
0,7,500,69,0
1,151,0,655,0
0,53,0,137,0
0,7,84,239,0
0,7,624,2,0
0,0,0,107,1
0,1652,0,386,0
1,7,159,251,0
1,269,0,96,0
0,0,0,10,0
0,0,0,701,0
0,0,0,7,1
1,7,21,95,0
0,7,49,33,0
0,0,0,166,0
0,0,0,2,1
0,7,15,320,0
0,23,0,62,0
0,71,0,1189,0
0,7,32,49,0
0,7,787,122,0
0,0,0,41,0
0,7,32,2255,0
0,53,0,5,0
0,7,268,136,0
0,7,15,324,0
0,0,0,26,0
1,8,0,2,1
0,7,353,933,0
