0,0,0,35,1
1,7,103,323,0
0,0,0,88,0
0,1652,0,16,0
0,1642,0,429,0
0,7,1517,69,0
0,7,27,69,0
1,68,0,1347,0
0,7,749,48,0
1,22,0,1508,0
0,938,0,1964,0
1,151,0,190,0
1,8,0,97,0
0,7,268,251,1
0,7,355,288,0
0,7,42,13,0
0,0,0,4,1
0,7,15,136,0
1,8,0,68,1
0,7,17,26,1
0,7,4,65,0
0,7,15,6,1
0,7,13,180,0
0,20,0,537,1
1,85,0,60,0
0,10,0,26,0
0,12,0,10,0
0,7,15,368,0
0,7,4,79,0
0,7,12,861,0
0,0,0,2,0
0,7,375,172,1
0,64,0,148,0
0,0,0,36,0
0,55,0,777,0
1,8,0,136,0
0,7,14,521,0
0,0,0,126,0
0,10,0,26,1
0,7,237,3659,0
0,0,0,26,0
0,7,234,73,0
0,7,749,15,0
1,4,0,29,0
0,995,0,134,0
3,7,1080,40,0
0,7,259,69,0
1,34,0,46,0
0,7,1517,13,0
0,0,0,1406,1
1,1,0,2,0
0,0,0,146,0
0,7,1330,13,0
0,0,0,86,1
1,28,0,2,0
0,7,166,49,0
0,7,17,86,1
1,404,0,423,0
0,7,877,458,0
1,269,0,60,0
0,0,0,15,0
0,0,0,635,0
0,367,0,75,0
0,55,0,92,0
1,68,0,10,0
1,8,0,77,0
0,7,13,56,0
0,0,0,38,1
0,7,15,10,0
0,7,63,285,0
0,7,15,5,0
0,0,0,2903,0
1,14,0,99,0
0,0,0,66,0
0,938,0,2869,0
1,28,0,10,0
0,133,0,381,0
0,0,0,10,1
1,1,0,10,0
0,7,13,391,0
0,7,14,1968,0
0,7,76,1284,0
0,7,32,26,0
0,7,483,144,0
0,123,0,378,0
0,31,0,31,0
0,7,20,110,0
0,7,20,181,0
0,7,70,919,0
0,0,0,1,1
0,0,0,203,1
0,7,418,163,1
0,0,0,67,0
1,19,0,655,0
0,81,0,5,0
0,7,1654,136,0
0,7,15,67,0
0,20,0,1,0
0,0,0,41,0
0,7,32,1420,0
1,19,0,655,1
0,7,35,1746,0
0,0,0,348,1
1,35,0,1738,0
0,7,40,180,0
0,7,15,10,1
0,0,0,2,1
0,0,0,149,0
1,144,0,582,0
1,130,0,359,0
0,0,0,65,0
1,34,0,49,0
0,7,8,1785,1
0,7,13,17,0
0,192,0,667,1
0,7,15,10,1
0,7,13,13,0
0,7,30,542,0
0,684,0,1337,0
0,7,15,832,1
1,34,0,41,0
0,7,15,82,0
0,0,0,19,0
1,7,3,48,0
0,7,1076,144,0
1,7,9,95,0
0,7,15,10,1
0,0,0,2,0
1,63,0,26,0
0,0,0,2,1
0,7,547,6,0
0,7,18,69,0
0,7,335,16,0
0,7,1169,13,0
0,7,32,208,1
0,375,0,2671,0
1,8,0,10,1
0,0,0,3,0
0,206,0,614,0
0,0,0,10,0
0,0,0,255,0
0,44,0,1261,1
0,7,8,15,0
0,0,0,2,0
0,7,738,26,0
0,0,0,427,0
1,7,146,95,0
0,7,165,17,0
0,7,514,76,1
0,7,13,69,0
0,5,0,8,0
1,144,0,48,0
0,7,547,215,0
0,27,0,105,0
1,8,0,67,1
1,34,0,528,0
0,7,1,13,0
0,0,0,1,1
0,7,309,109,0
0,0,0,381,0
0,0,0,232,0
1,7,292,1370,1
1,28,0,2,0
0,7,13,56,1
0,158,0,2009,0
1,22,0,5,0
1,68,0,2,0
0,458,0,31,0
0,7,10,1658,0
0,7,275,26,0
1,1,0,4,0
0,0,0,1,0
0,45,0,68,0
0,0,0,2,0
1,63,0,46,1
1,85,0,60,0
1,90,0,99,0
0,7,70,65,0
0,0,0,66,0
0,0,0,2,1
0,7,42,56,0
0,7,1517,249,0
1,303,0,16,0
0,0,0,48,0
0,7,15,3658,0
1,995,0,2,1
1,40,0,756,0
0,0,0,99,1
0,0,0,4,0
1,7,146,95,0
0,0,0,66,0
0,7,4,4,0
0,958,0,15,0
0,7,49,536,0
1,4,0,323,0
1,26,0,190,0
0,0,0,38,1
0,0,0,2,1
0,7,742,617,0
0,7,735,559,0
0,7,32,474,0
0,7,70,805,0
0,7,1873,125,0
1,34,0,46,0
0,17,0,1156,1
0,7,547,415,0
0,84,0,1174,0
0,7,15,770,0
1,4,0,4,0
0,7,10,3149,0
1,19,0,655,1
0,55,0,1507,0
0,7,547,181,0
0,7,4,67,1
1,82,0,137,0
0,6,0,583,0
0,549,0,712,0
0,81,0,2466,0
0,20,0,48,0
0,0,0,2,0
1,90,0,2,0
1,231,0,190,0
0,311,0,32,0
0,7,193,10,0
0,5,0,8,0
0,7,268,31,0
0,114,0,1,1
0,7,268,52,1
0,7,15,62,0
0,7,15,315,0
0,0,0,116,0
0,7,1840,3483,0
0,7,10,10,0
0,5,0,8,1
0,938,0,536,0
1,70,0,60,0
1,255,0,130,0
0,528,0,342,0
0,0,0,250,0
0,0,0,248,0
1,7,142,2212,0
0,0,0,1890,1
0,0,0,126,0
1,26,0,298,0
0,7,8,7,1
1,85,0,60,0
0,7,22,304,0
0,7,555,13,0
0,399,0,67,0
0,7,15,1301,0
0,556,0,800,0
0,7,15,4,0
0,0,0,38,0
0,0,0,49,1
0,0,0,2,0
0,0,0,126,0
1,28,0,88,0
1,35,0,36,0
0,0,0,75,0
1,167,0,26,0
0,0,0,48,0
0,0,0,42,1
1,4,0,320,0
0,7,15,1293,0
1,4,0,2,0
1,4,0,13,0
0,0,0,111,0
0,0,0,66,0
0,7,15,126,1
0,0,0,646,0
1,7,187,136,0
0,7,70,716,1
0,0,0,67,1
0,7,13,285,0
0,7,13,180,0
1,119,0,136,0
1,4,0,323,0
0,0,0,362,0
0,0,0,66,0
0,0,0,26,0
1,167,0,48,0
0,7,268,647,0
0,0,0,65,0
1,4,0,181,0
0,86,0,864,0
1,28,0,77,0
1,82,0,29,0
0,5,0,40,0
0,0,0,38,0
0,10,0,26,0
0,7,17,65,1
1,26,0,46,0
0,7,56,181,0
0,29,0,2,1
1,82,0,2,0
0,7,13,69,0
0,388,0,106,0
0,0,0,2,0
1,7,36,65,0
0,0,0,26,1
0,7,17,77,0
0,7,40,391,0
1,9,0,796,0
0,0,0,41,0
0,7,111,647,0
0,7,1654,136,0
0,45,0,324,1
0,7,99,49,0
1,26,0,48,0
0,7,239,69,1
1,22,0,74,0
0,0,0,67,1
0,643,0,485,0
0,208,0,106,0
0,0,0,48,1
1,4,0,136,1
0,64,0,2,0
0,93,0,63,0
0,0,0,4,1
0,7,130,920,0
1,144,0,777,0
1,125,0,1006,0
1,7,3,66,1
0,7,29,13,0
0,7,1072,118,0
0,0,0,2,0
0,8,0,330,1
0,0,0,2,1
0,7,49,885,0
0,20,0,50,0
1,82,0,77,0
0,0,0,230,1
0,0,0,1,0
0,0,0,7,1
0,7,30,16,1
0,0,0,19,0
0,0,0,199,0
0,51,0,5,0
1,34,0,2,0
0,0,0,45,0
0,0,0,1,0
0,7,15,136,0
0,69,0,8,0
0,7,461,69,0
0,0,0,2,0
0,0,0,66,0
0,7,7,140,0
0,267,0,99,0
0,0,0,86,0
0,7,49,1751,0
0,17,0,136,0
0,7,13,180,0
0,0,0,57,0
0,159,0,3,0
0,0,0,7,0
0,84,0,1502,0
0,228,0,76,0
1,4,0,558,1
0,51,0,154,0
0,8,0,102,1
0,7,74,86,0
0,0,0,49,0
0,120,0,1313,0
1,105,0,50,0
0,0,0,1,0
0,69,0,3666,1
0,7,13,69,0
0,0,0,66,0
0,0,0,26,0
1,8,0,67,0
0,7,15,65,0
0,7,14,15,0
0,0,0,10,0
0,7,1517,1829,0
0,0,0,436,0
0,218,0,23,0
0,0,0,88,0
0,0,0,2,0
0,0,0,77,1
0,7,41,123,0
0,0,0,49,0
0,7,40,676,0
0,955,0,5,0
0,7,13,17,1
0,7,42,13,0
1,255,0,369,0
0,7,725,3027,1
1,68,0,137,1
0,7,8,16,0
0,7,31,868,0
1,90,0,2,0
0,7,14,924,0
1,8,0,109,0
1,303,0,21,0
1,63,0,413,1
0,955,0,81,0
0,7,949,13,0
0,5,0,8,1
0,955,0,355,0
0,7,749,415,0
0,31,0,117,0
0,7,13,180,0
0,0,0,91,0
1,9,0,764,0
0,7,447,3887,0
0,0,0,2,0
1,4,0,91,0
0,7,862,879,0
0,20,0,28,1
0,0,0,102,0
0,47,0,760,1
0,31,0,10,0
0,0,0,26,1
0,8,0,49,0
0,0,0,107,0
0,7,15,181,0
1,4,0,2469,0
0,0,0,48,0
0,7,138,3875,0
0,0,0,19,1
1,131,0,49,0
0,0,0,111,0
0,7,619,377,0
0,7,77,345,0
0,7,293,10,0
0,81,0,65,0
0,45,0,68,0
0,192,0,2387,0
0,415,0,1279,0
1,26,0,38,0
0,62,0,123,0
0,0,0,88,0
0,7,8,208,0
1,131,0,41,0
0,0,0,86,1
0,619,0,2793,0
0,7,268,34,1
0,282,0,4,0
0,7,247,208,0
0,958,0,2,0
0,0,0,4,0
0,0,0,113,0
0,7,556,522,0
0,7,32,2613,1
0,7,612,69,0
0,23,0,2,0
0,7,18,144,1
0,7,29,462,0
0,17,0,413,0
0,0,0,2,0
0,7,13,56,0
1,4,0,104,1
0,7,8,1370,0
1,254,0,60,0
0,0,0,26,0
0,227,0,63,0
0,8,0,808,0
0,51,0,41,0
1,131,0,355,0
0,938,0,584,0
1,255,0,236,0
0,7,555,200,1
1,105,0,197,0
0,7,4,2,0
0,0,0,10,1
0,300,0,7,0
0,0,0,7,1
0,7,465,144,0
1,585,0,109,0
3,7,1080,3307,0
0,7,341,861,1
0,0,0,10,0
1,26,0,389,0
0,10,0,203,0
0,7,13,200,0
0,12,0,26,0
0,7,416,1864,0
0,55,0,191,0
1,7,557,1589,0
0,218,0,487,0
0,0,0,76,0
1,273,0,324,0
0,0,0,48,0
1,8,0,86,1
0,453,0,2,0
0,7,547,3779,0
0,7,17,26,0
0,0,0,48,0
0,7,8,6,0
0,0,0,779,1
0,0,0,3,0
0,218,0,42,0
0,7,12,210,0
0,7,56,830,0
1,105,0,665,0
0,1148,0,206,0
0,0,0,2,0
0,1502,0,180,0
0,45,0,1485,1
1,765,0,778,0
0,7,640,76,0
0,0,0,35,0
0,7,2,56,0
0,0,0,7,0
1,15,0,2,0
0,29,0,52,0
0,7,13,180,0
0,7,15,126,1
0,7,75,136,0
0,0,0,10,1
0,7,1,285,0
0,20,0,487,1
1,7,3,23,0
0,7,259,69,0
0,67,0,1,0
0,7,20,544,0
0,0,0,450,1
0,7,14,125,0
0,158,0,852,0
0,0,0,2,0
1,68,0,46,0
0,7,15,86,0
0,7,13,56,0
0,7,1840,136,0
0,31,0,26,0
0,0,0,667,1
0,7,1517,968,0
0,7,163,136,0
1,1,0,77,0
0,7,42,69,0
0,0,0,109,0
0,1642,0,1033,0
0,7,35,181,0
1,8,0,2,0
0,7,1905,59,0
0,454,0,390,1
0,7,151,813,0
0,0,0,77,1
1,32,0,96,0
0,71,0,67,0
0,10,0,26,0
0,0,0,1,0
1,8,0,756,1
0,0,0,26,0
0,7,212,345,0
0,12,0,52,0
1,34,0,2,0
0,0,0,2,0
0,55,0,68,0
1,63,0,1076,0
0,7,772,3301,0
0,0,0,48,0
0,84,0,112,0
0,300,0,52,1
0,7,13,69,0
0,0,0,111,0
1,4,0,5,1
0,20,0,336,0
0,0,0,203,0
0,0,0,1081,1
0,7,4,16,0
0,0,0,27,0
1,4,0,2,0
1,269,0,60,0
0,7,15,287,0
1,119,0,1251,0
0,0,0,48,0
0,0,0,109,0
0,0,0,248,0
0,1104,0,54,0
0,7,14,2934,0
0,0,0,3,0
0,7,1519,3259,0
0,955,0,5,0
1,22,0,72,0
0,490,0,106,0
0,7,28,708,1
0,7,661,56,0
0,1642,0,151,0
0,0,0,49,0
0,244,0,214,0
1,8,0,49,1
0,0,0,2,0
0,7,4,33,0
1,4,0,1007,0
0,159,0,2093,0
1,1,0,91,0
0,29,0,348,0
0,20,0,68,0
0,55,0,110,0
0,7,15,26,0
0,0,0,30,1
1,296,0,691,1
0,7,149,15,0
1,8,0,35,0
1,26,0,5,0
0,190,0,640,0
0,7,108,2594,0
0,556,0,204,0
0,147,0,983,1
1,34,0,181,0
1,8,0,38,1
1,19,0,655,1
0,938,0,2099,0
0,0,0,59,0
0,7,15,1114,0
1,8,0,48,0
1,151,0,1288,0
0,98,0,239,0
0,0,0,21,0
0,458,0,134,0
0,206,0,49,0
0,0,0,67,0
0,0,0,88,0
1,4,0,50,0
0,7,341,65,0
0,0,0,248,0
0,51,0,336,0
0,10,0,2,0
0,12,0,64,0
1,34,0,1026,0
1,85,0,60,0
0,243,0,2,0
1,8,0,67,0
0,7,149,1778,0
1,7,24,1809,0
0,0,0,3,0
0,7,500,676,0
0,7,742,42,0
0,7,1158,3369,0
0,7,13,180,1
0,0,0,203,1
1,28,0,277,0
0,12,0,201,0
0,0,0,77,0
0,5,0,40,0
0,147,0,287,1
0,0,0,35,0
1,22,0,38,0
0,7,45,632,1
1,7,135,1373,0
0,0,0,10,1
0,7,35,522,0
0,0,0,26,0
0,0,0,41,1
0,7,71,136,0
0,7,1517,249,0
0,0,0,117,0
0,0,0,35,0
0,0,0,199,1
0,7,20,369,0
0,7,75,82,0
1,125,0,2079,0
0,1184,0,49,0
0,112,0,1245,0
0,763,0,390,0
0,1166,0,378,0
1,22,0,72,0
1,4,0,10,0
0,7,15,697,1
0,7,204,3079,0
0,7,13,180,0
0,0,0,2,0
0,7,18,17,0
0,7,749,611,0
0,7,4,10,0
0,7,49,1120,0
0,7,4,181,0
1,28,0,19,0
0,7,81,2982,0
0,7,107,88,0
0,7,612,17,0
0,7,10,2167,0
1,34,0,137,0
0,0,0,77,0
0,0,0,107,0
0,10,0,26,0
0,7,17,43,0
0,30,0,405,0
0,0,0,181,1
0,961,0,1058,0
0,7,1517,471,0
1,22,0,971,0
0,7,14,793,0
1,7,64,220,0
