1,5
2,8
3,8
4,1
5,8
6,8
7,5
8,1
9,11
10,1
11,1
12,5
13,3
14,1
15,1
16,3
17,5
18,24
19,3
20,4
21,7
22,5
23,5
24,1
25,5
26,3
27,5
28,1
29,2
30,1
31,3
32,1
33,1
34,7
35,1
36,8
37,1
38,1
39,5
40,3
41,13
42,1
43,1
44,15
45,4
46,26
47,5
48,1
49,1
50,5
51,7
52,1
53,1
54,3
55,1
56,5
57,1
58,3
59,1
60,5
61,5
62,3
63,1
64,4
65,5
66,5
67,5
68,7
69,3
70,1
71,4
72,5
73,1
74,1
75,5
76,5
77,5
78,1
79,3
80,10
81,7
82,1
83,3
84,5
85,5
86,1
87,17
88,1
89,5
90,1
91,7
92,1
93,8
94,5
95,1
96,1
97,7
98,5
99,5
100,1
101,3
102,1
103,5
104,5
105,3
106,1
107,5
108,1
109,3
110,3
111,5
112,1
113,3
114,1
115,1
116,1
117,8
118,15
119,1
120,5
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,5
129,5
130,5
131,1
132,5
133,5
134,1
135,1
136,1
137,5
138,5
139,5
140,3
141,1
142,4
143,1
144,5
145,5
146,1
147,5
148,1
149,3
150,1
151,3
152,1
153,1
154,3
155,8
156,2
157,5
158,28
159,5
160,13
161,1
162,1
163,1
164,3
165,1
166,5
167,1
168,1
169,8
170,1
171,1
172,5
173,1
174,3
175,4
176,5
177,22
178,3
179,1
180,1
181,1
182,1
183,14
184,4
185,1
186,5
187,1
188,5
189,4
190,2
191,1
192,16
193,1
194,1
195,6
196,1
197,3
198,2
199,5
200,1
201,5
202,1
203,1
204,1
205,1
206,7
207,1
208,3
209,1
210,1
211,1
212,5
213,3
214,1
215,4
216,1
217,5
218,3
219,1
220,1
221,1
222,5
223,1
224,7
225,1
226,4
227,1
228,25
229,1
230,1
231,1
232,5
233,1
234,5
235,5
236,5
237,1
238,5
239,1
240,2
241,7
242,3
243,4
244,1
245,3
246,4
247,5
248,4
249,4
250,5
251,7
252,3
253,3
254,1
255,28
256,1
257,3
258,7
259,1
260,3
261,5
262,3
263,3
264,1
265,7
266,5
267,1
268,5
269,5
270,1
271,7
272,5
273,8
274,19
275,5
276,1
277,1
278,1
279,5
280,1
281,4
282,1
283,5
284,14
285,5
286,14
287,1
288,5
289,1
290,1
291,5
292,5
293,1
294,17
295,3
296,1
297,1
298,7
299,11
300,1
301,4
302,2
303,1
304,15
305,5
306,3
307,1
308,17
309,1
310,1
311,3
312,1
313,1
314,1
315,2
316,17
317,1
318,5
319,4
320,1
321,1
322,1
323,1
324,5
325,7
326,3
327,1
328,5
329,8
330,3
331,4
332,1
333,3
334,14
335,4
336,3
337,1
338,4
339,10
340,1
341,4
342,1
343,1
344,3
345,1
346,5
347,1
348,1
349,4
350,3
351,5
352,14
353,1
354,18
355,5
356,1
357,4
358,4
359,4
360,22
361,5
362,4
363,1
364,5
365,3
366,4
367,1
368,8
369,1
370,7
371,5
372,4
373,1
374,1
375,2
376,1
377,2
378,5
379,1
380,2
381,7
382,5
383,5
384,4
385,1
386,1
387,1
388,1
389,5
390,17
391,5
392,1
393,1
394,1
395,3
396,3
397,1
398,1
399,3
400,1
401,5
402,4
403,26
404,1
405,1
406,5
407,1
408,11
409,14
410,1
411,1
412,4
413,1
414,8
415,3
416,5
417,3
418,1
419,4
420,1
421,5
422,1
423,17
424,1
425,7
426,1
427,7
428,5
429,3
430,1
431,1
432,1
433,1
434,5
435,1
436,7
437,1
438,1
439,7
440,4
441,3
442,1
443,3
444,30
445,1
446,7
447,14
448,4
449,1
450,5
451,5
452,10
453,1
454,4
455,4
456,1
457,5
458,5
459,6
460,1
461,1
462,1
463,1
464,4
465,4
466,3
467,3
468,1
469,8
470,5
471,5
472,4
473,10
474,1
475,1
476,3
477,1
478,3
479,21
480,3
481,1
482,1
483,7
484,1
485,3
486,7
487,5
488,10
489,1
490,5
491,1
492,1
493,3
494,3
495,8
496,3
497,5
498,1
499,1
500,2
501,4
502,5
503,3
504,1
505,4
506,1
507,1
508,1
509,4
510,1
511,1
512,3
513,1
514,1
515,3
516,1
517,1
518,4
519,3
520,7
521,3
522,1
523,1
524,1
525,2
526,1
527,1
528,1
529,1
530,16
531,8
532,4
533,1
534,7
535,1
536,1
537,7
538,3
539,18
540,5
541,1
542,2
543,14
544,1
545,7
546,1
547,1
548,1
549,1
550,1
551,5
552,5
553,1
554,3
555,1
556,3
557,8
558,1
559,2
560,5
561,1
562,2
563,1
564,1
565,1
566,1
567,1
568,5
569,5
570,3
571,7
572,1
573,1
574,1
575,3
576,8
577,5
578,7
579,3
580,1
581,1
582,5
583,7
584,5
585,1
586,8
587,10
588,1
589,1
590,5
591,4
592,1
593,1
594,7
595,5
596,1
597,3
598,2
599,5
600,5
601,10
602,15
603,3
604,8
605,14
606,13
607,3
608,3
609,5
610,5
611,7
612,4
613,8
614,14
615,5
616,24
617,1
618,1
619,5
620,7
621,8
622,17
623,5
624,3
625,1
626,1
627,2
628,1
629,1
630,12
631,7
632,1
633,3
634,3
635,1
636,1
637,5
638,3
639,14
640,4
641,1
642,1
643,1
644,1
645,3
646,1
647,3
648,1
649,8
650,5
651,1
652,2
653,5
654,7
655,1
656,1
657,1
658,7
659,5
660,1
661,3
662,5
663,3
664,1
665,14
666,1
667,5
668,5
669,14
670,1
671,5
672,5
673,1
674,4
675,1
676,1
677,1
678,3
679,1
680,5
681,3
682,4
683,1
684,12
685,1
686,1
687,3
688,1
689,1
690,1
691,1
692,1
693,3
694,1
695,14
696,4
697,1
698,1
699,3
700,5
701,1
702,5
703,3
704,2
705,1
706,1
707,17
708,7
709,1
710,4
711,7
712,23
713,5
714,3
715,7
716,5
717,5
718,4
719,8
720,2
721,5
722,5
723,8
724,1
725,3
726,1
727,1
728,1
729,1
730,7
731,7
732,3
733,3
734,5
735,5
736,4
737,1
738,1
739,1
740,8
741,1
742,5
743,5
744,14
745,14
746,5
747,8
748,2
749,5
750,1
751,7
752,20
753,5
754,7
755,2
756,1
757,5
758,8
759,1
760,20
761,1
762,1
763,8
764,1
765,5
766,5
767,8
768,1
769,1
770,1
771,9
772,7
773,1
774,5
775,3
776,5
777,1
778,15
779,1
780,4
781,4
782,1
783,4
784,27
785,4
786,1
787,1
788,1
789,8
790,5
791,1
792,5
793,2
794,5
795,5
796,5
797,3
798,1
799,1
800,2
801,1
802,1
803,5
804,4
805,5
806,3
807,2
808,1
809,3
810,1
811,1
812,7
813,1
814,1
815,1
816,1
817,3
818,1
819,1
820,5
821,8
822,1
823,5
824,3
825,1
826,1
827,1
828,5
829,3
830,1
831,3
832,5
833,3
834,1
835,5
836,1
837,1
838,5
839,14
840,5
841,1
842,1
843,7
844,1
845,1
846,3
847,5
848,1
849,1
850,5
851,5
852,1
853,5
854,5
855,1
856,6
857,3
858,3
859,29
860,4
861,5
862,8
863,1
864,5
865,5
866,7
867,1
868,13
869,3
870,1
871,5
872,5
873,5
874,1
875,11
876,7
877,1
878,5
879,15
880,1
881,3
882,8
883,3
884,5
885,1
886,5
887,7
888,5
889,3
890,5
891,1
892,1
893,1
894,8
895,5
896,1
897,1
898,20
899,1
900,5
901,5
902,1
903,1
904,1
905,1
906,4
907,5
908,5
909,13
910,5
911,7
912,5
913,1
914,3
915,1
916,14
917,3
918,4
919,3
920,1
921,1
922,1
923,1
924,5
925,8
926,3
927,1
928,7
929,1
930,3
931,5
932,4
933,7
934,5
935,1
936,5
937,5
938,1
939,1
940,2
941,2
942,1
943,1
944,5
945,1
946,9
947,5
948,5
949,6
950,1
951,1
952,5
953,7
954,4
955,7
956,2
957,5
958,8
959,1
960,3
961,5
962,1
963,1
964,1
965,1
966,3
967,1
968,1
969,1
970,4
971,5
972,5
973,4
974,4
975,1
976,3
977,1
978,5
979,1
980,1
981,3
982,3
983,5
984,5
985,5
986,7
987,1
988,3
989,2
990,1
991,3
992,5
